ID,LIMIT_BAL,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX_MALE,default_payment_next_month
6254,80000,2,1,37,-1,-1,-1,-1,-1,-1,1480,3832,898,425,0,2791,3832,898,425,0,2791,0,0,0
6280,220000,2,1,36,0,0,0,0,0,0,136556,139453,142295,145127,148159,151462,5100,5163,5196,5372,5761,5396,0,0
6388,250000,1,2,28,0,0,0,0,0,0,273927,211551,132145,88487,66701,52054,21700,11710,6030,9150,11600,48930,0,0
6391,150000,2,2,33,-1,0,0,0,0,0,46006,45425,32139,53639,51873,64675,2000,3000,40009,5000,20000,62339,0,0
6405,200000,2,2,24,0,0,0,0,0,0,39723,40586,44233,45124,46252,47207,1353,4000,1267,1500,1500,1500,0,0
6433,20000,3,1,53,0,0,0,-2,-2,-2,12237,12870,0,0,0,0,1000,0,0,0,0,0,0,0
6514,140000,1,1,41,-1,2,-1,-1,0,-1,780,390,390,780,390,390,0,390,780,0,390,390,0,0
6571,80000,2,1,56,1,-1,-1,-1,-1,-1,-2,697,-3,1186,-4,1633,699,0,1579,0,1637,4844,0,0
6588,280000,6,3,38,0,0,0,-1,-1,-1,286469,293875,296257,232,-94,143864,8024,8034,232,94,145935,5000,0,0
6598,460000,1,2,27,0,0,0,0,0,0,81252,74766,79012,74349,77504,90032,5020,10027,3001,5004,15000,5039,0,0
6617,70000,3,2,52,0,0,0,0,0,0,105991,67243,67533,28653,29253,26185,2777,1751,969,1004,938,1122,0,0
6670,340000,2,2,30,0,0,0,0,-1,-1,47664,38192,39234,20960,360,360,2000,2000,3000,360,360,45385,0,0
6789,50000,1,2,25,-1,-1,2,-1,-1,-2,13572,17983,15590,10610,0,0,5000,200,10610,0,0,0,0,0
6809,160000,2,2,30,0,0,0,0,0,0,124178,118255,111807,107418,90471,86363,4507,4000,3500,3300,3500,3000,0,0
6828,60000,1,2,24,2,2,2,2,2,3,37356,41624,40655,43974,46625,45590,5200,0,4000,3500,0,0,0,1
6880,500000,2,1,40,-1,-1,-1,-1,-1,-2,2231,-9,2312,2928,0,0,0,2321,2928,0,0,0,0,0
6958,120000,2,2,24,2,0,0,0,0,0,67714,51385,35160,13425,8517,6174,2102,1021,274,3001,1004,4005,0,1
6987,60000,1,2,27,-1,-1,-1,-1,-1,2,3136,1286,1047,-239,1475,1289,1286,1047,0,3000,0,0,0,0
6988,60000,2,2,50,0,0,0,0,0,2,59853,24975,26000,26545,30966,30330,1500,1450,965,4864,0,1001,0,0
7016,500000,1,1,45,0,0,0,0,0,0,93669,101892,76452,20965,50466,61566,10147,5331,10000,30000,12000,10000,0,0
7101,150000,2,2,24,0,0,0,0,0,0,108924,109705,108748,108116,108951,109901,4000,5500,4000,4100,4300,4000,0,0
7171,50000,1,2,23,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7194,150000,2,2,26,0,0,0,0,0,2,10693,13188,19902,23068,26184,25615,3000,7000,3500,3500,0,3500,0,1
7242,60000,1,2,24,0,0,0,0,0,0,48890,43651,34358,34986,35770,36622,2000,1800,1500,1500,1600,1500,0,0
7250,90000,1,2,28,-1,-1,-2,-2,-2,-2,350,0,0,0,0,0,0,0,0,0,0,0,0,1
7264,100000,1,2,33,1,2,0,0,0,0,55066,53612,54720,55808,56976,58108,0,2000,1998,2068,2079,2155,0,0
7288,150000,3,1,34,0,0,-1,-1,-1,-1,19130,10000,8000,0,10000,0,1000,8000,2000,10000,0,0,0,0
7294,100000,2,1,27,-2,-2,-2,-2,-2,-2,390,1780,0,0,0,0,4780,0,0,0,0,0,0,0
7307,80000,2,1,30,0,0,0,0,0,0,64596,64871,61000,48300,47300,3500,4424,1600,0,1500,1500,1500,0,0
7429,130000,1,2,32,0,0,0,0,0,0,126080,129104,130745,127344,127809,119976,7000,8000,5000,4500,4500,5000,0,0
7455,120000,1,2,29,0,0,0,0,0,0,121805,120933,120629,116316,117358,118560,4600,4300,4200,4219,4500,7600,0,0
7458,100000,2,1,34,0,0,0,0,0,0,102724,100186,102604,101856,101105,101071,4600,5000,4000,4000,4200,3800,0,0
7459,80000,2,1,37,1,2,-1,-1,-1,-1,2626,2410,3237,2760,914,0,0,3237,2760,914,0,0,0,0
7494,130000,5,1,32,0,-1,-1,0,0,0,3275,376,17055,14693,14855,14817,376,17055,575,449,1000,339,0,0
7498,150000,1,2,33,-1,0,0,-2,-2,-2,10544,11982,-18,-18,-18,-18,2000,0,0,0,0,0,0,0
7509,10000,3,2,51,0,0,0,0,0,0,53095,54562,5428,7928,6091,0,2134,1000,2500,122,0,0,0,0
7550,280000,1,1,51,-1,-1,-1,-1,-1,-1,11223,15225,4951,2408,8360,6202,15262,4951,2408,8360,6202,200,0,0
7673,300000,2,1,34,1,2,0,0,0,-1,6451,4828,6858,8048,1701,2920,0,4004,2000,0,2920,2282,0,1
7725,90000,1,2,23,-1,0,0,2,2,2,11495,10764,11304,9601,10050,8304,1200,3000,0,2000,0,2000,0,1
7736,30000,1,2,28,0,0,0,0,0,-1,36541,17625,26243,25829,-175,664,5000,11000,3000,2000,1500,0,0,0
7756,60000,2,2,29,-1,2,2,-1,2,2,4603,4186,0,1887,1543,3972,0,0,1887,0,3557,0,0,0
7800,20000,2,2,22,0,0,0,0,-2,-1,19194,19840,7627,0,0,19191,1129,1002,0,0,19191,0,0,0
7804,130000,2,1,36,0,0,0,0,0,0,26244,27068,28383,29018,29671,-2000,1550,1769,1404,1493,0,4720,0,0
7813,70000,2,1,43,0,0,0,0,0,-1,66083,67681,40849,2917,1473,917,3017,2025,58,29,917,40442,0,0
7856,20000,2,2,22,0,0,0,0,0,0,19248,20054,19133,19397,19702,20506,2000,1300,678,706,2037,0,0,0
7858,250000,1,2,31,1,-2,-2,-2,-2,-2,-129,-129,-329,-329,-329,-529,0,200,0,0,200,86,0,0
7860,20000,2,2,21,0,0,2,0,0,0,13660,15056,15400,12900,19500,0,2000,1000,0,6600,0,0,0,0
7881,50000,2,2,24,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,0,1
7913,180000,1,2,27,0,0,0,0,0,0,95757,98098,101255,101341,98419,85259,3880,5114,3238,3401,2980,3000,0,0
7932,150000,2,2,22,0,0,0,-1,0,0,7600,8749,10652,32330,15681,6173,1300,3652,33866,410,200,776,0,0
7957,30000,2,2,23,-1,-1,-1,-2,-2,-2,390,780,0,0,0,0,780,0,0,0,0,0,0,0
8022,80000,2,1,40,2,2,2,2,0,0,78610,80666,82713,80838,49575,48354,3900,4000,0,1920,1800,1800,0,1
8079,200000,2,1,28,-1,-1,-1,0,-1,-1,2816,316,632,316,316,316,316,632,0,316,316,316,0,0
8110,420000,2,1,40,-2,-2,-2,-2,-2,-1,3976,2892,2890,3391,2409,4270,2916,7898,3401,2416,4281,3785,0,1
8149,30000,1,1,30,0,0,2,2,0,0,15199,17728,19129,18527,18758,19285,3100,2000,0,679,837,721,0,1
8154,160000,2,2,33,-1,-1,-1,0,0,0,11859,0,11354,13012,17388,24140,0,11354,2000,6000,13000,11000,0,0
8161,70000,3,1,32,0,0,0,2,0,0,10856,10822,13627,10852,12676,14463,2000,3000,0,2000,3000,4000,0,0
8187,360000,2,1,42,0,0,0,0,0,0,118368,124934,131328,137605,140729,146194,10000,10000,10000,5500,8000,6000,0,0
8189,250000,1,1,37,-2,-1,2,2,-1,0,0,2886,2325,177,8068,5587,2886,202,0,8068,620,0,0,0
8201,50000,2,2,24,0,0,2,2,0,0,46393,50022,50895,48598,47668,45400,4700,2000,0,2200,2000,2000,0,0
8204,20000,1,2,22,0,0,2,0,0,0,10003,13329,11613,10750,10606,7263,4211,0,237,242,163,22,0,0
8236,330000,2,1,28,0,0,0,0,2,2,225079,229947,233122,246414,253338,249107,10000,8507,17215,11000,0,12000,0,0
8243,210000,2,1,50,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8302,110000,1,2,27,0,0,0,0,0,-1,8086,8848,9283,8950,8943,333,1232,1000,0,326,333,12425,0,0
8303,30000,3,2,24,1,3,2,2,2,0,23031,22393,21736,23192,22701,22954,0,0,1800,0,1000,1000,0,0
8392,320000,2,1,55,-2,-2,-2,-2,-2,-2,11973,4076,7879,5436,51529,18088,4093,7917,5459,51787,18178,3659,0,0
8407,230000,1,2,29,-1,-1,-1,-1,0,-1,2521,-1000,12009,5627,215,3039,0,13009,8018,0,3039,2000,0,0
8434,260000,3,1,41,-1,-1,-2,-1,-1,-1,1145,-4,-4,2177,158,0,4,0,2181,158,0,0,0,0
8435,160000,1,1,34,-1,-1,-1,-1,-1,-1,430,430,430,850,3350,4874,430,430,850,3350,4874,9858,0,0
8472,30000,2,2,22,2,0,0,0,0,3,18796,20489,22142,25438,28453,27699,2000,2000,4000,3600,0,2200,0,1
8479,50000,1,2,24,-1,-1,-1,-1,-1,-1,1303,1303,748,1693,1138,748,1303,748,1693,1138,895,1528,0,0
8486,30000,2,2,41,0,0,0,0,0,0,25159,25931,27369,25111,22235,19000,1762,2200,790,922,663,1310,0,0
8490,180000,2,2,34,-1,-1,-1,-1,-1,-1,194,191,187,176,188,187,200,187,180,200,187,750,0,0
8504,280000,1,2,28,-1,-1,-1,0,0,-1,3678,1829,10002,13476,23572,14603,3658,10020,10000,11000,14603,3819,0,0
8527,110000,1,2,25,0,0,0,0,0,0,63594,56267,53550,44084,42077,37770,2260,1499,1309,1487,2000,5000,0,0
8599,50000,2,2,24,1,2,0,0,0,0,49469,42983,40307,17575,14691,14393,0,2199,1000,5000,2000,5000,0,1
8654,130000,2,1,31,-1,-1,0,0,0,0,6279,10862,5878,15306,8015,5965,11054,5172,14593,727,5222,4200,0,0
8656,110000,2,1,33,1,2,0,0,0,0,7801,5289,9893,9986,9981,11714,0,5000,500,400,2000,0,0,0
8660,50000,2,2,24,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8667,230000,1,2,31,1,-1,-1,-1,0,-1,-22,227,3480,3555,1850,1580,249,3480,3555,0,1580,520,0,1
8690,230000,1,2,26,-1,-1,-2,-2,-2,-2,3741,0,0,0,0,0,0,0,0,0,0,1010,0,1
8755,210000,1,1,36,0,0,-2,-2,-2,-2,15991,0,0,0,0,0,0,0,0,0,0,0,0,0
8767,20000,2,2,27,0,0,0,0,0,0,15703,17140,18127,18605,16351,16928,2000,1600,1030,1000,1000,1000,0,0
8784,50000,2,1,34,0,0,0,0,2,0,37643,29647,24965,7592,1582,1099,1538,1575,1582,593,242,17012,0,0
8809,80000,1,2,25,1,2,0,0,2,2,5999,5758,7039,7595,7053,7082,0,1416,943,100,443,0,0,1
8821,60000,1,2,33,0,0,2,0,-1,-1,11237,20978,12861,7888,7463,3192,10000,0,0,7463,6384,18704,0,1
8844,40000,3,1,24,1,8,7,6,5,4,25933,25589,25234,24579,23635,22680,0,0,0,0,0,0,0,0
8868,150000,1,1,30,2,0,0,0,0,0,151060,139648,119043,112072,113932,105706,3864,3868,2808,3037,2583,1079,0,1
8934,280000,2,2,43,0,0,0,0,0,0,31248,32081,32897,33350,34047,34525,1527,1541,1192,1233,1239,1273,0,0
8938,170000,1,2,30,2,0,0,0,0,0,27267,28523,29742,30183,31041,31871,2000,2000,1233,1500,1500,2000,0,1
8953,160000,3,1,30,-1,-1,0,-1,-1,-1,2215,8977,3300,10770,11800,10043,8977,1000,10770,11800,10043,5325,0,0
8967,40000,3,2,23,2,2,2,0,0,0,34415,35170,34305,34985,35719,36428,1600,0,1250,1296,1302,1348,0,1
8986,60000,2,2,44,0,0,0,0,0,0,43221,41539,40356,39672,39863,40319,2021,1918,1390,1576,1647,1516,0,0
9008,200000,1,1,58,-2,-2,-2,-2,-1,-1,-200,-200,-200,0,5957,0,0,0,200,5957,0,0,0,0
9031,80000,3,1,54,0,0,0,0,0,0,76752,77528,68966,63972,50072,51239,3768,3009,2009,1818,2000,6000,0,0
9036,420000,2,2,25,-1,2,0,0,0,-2,2804,2615,3392,4392,-796,-796,0,1000,1000,0,0,20500,0,0
9045,500000,1,1,36,-1,-1,-1,0,0,-1,51465,24201,384973,349790,315125,16576,24201,384986,7017,6342,16576,43710,0,0
9053,280000,2,1,50,-1,-1,-1,-1,-1,-1,25040,41270,570,1068,48313,10252,41275,570,1074,48313,10252,19226,0,0
9062,220000,1,1,46,2,2,0,0,0,0,243517,228368,224414,196229,190050,183779,0,10000,7200,7001,6900,6400,0,0
9091,500000,2,2,28,0,0,0,0,0,0,215459,201715,141177,130352,126422,113148,7412,4721,3854,3622,3433,3201,0,0
9160,120000,2,2,37,0,0,0,0,0,0,93822,96916,99051,99927,101541,103379,4848,4877,3625,3600,3751,3900,0,0
9182,140000,2,2,25,0,0,0,0,0,0,137585,131666,114989,81475,82812,71484,6200,4246,5000,3000,3000,2800,0,0
9235,40000,2,2,33,1,2,2,0,0,-1,21576,23242,21057,20746,20613,867,3000,0,1000,1062,1600,1542,0,0
9245,90000,2,1,32,1,-1,-1,-1,-1,-1,0,323,0,2520,1651,0,323,0,2520,1651,0,0,0,0
9399,390000,2,2,48,0,0,0,0,0,0,171189,176989,178698,182101,155517,154668,10000,10000,8004,10000,6000,10000,0,0
9435,10000,2,2,22,-1,-1,0,0,0,0,656,8748,9644,9541,8971,9645,10128,1200,400,323,1600,300,0,0
9445,130000,2,1,53,0,0,0,0,0,0,126750,119997,108738,71835,62539,61906,5996,4148,2477,2346,2640,30000,0,0
9492,280000,3,1,51,-2,-2,-2,-2,-2,-2,2158,0,0,0,0,0,0,0,0,0,0,0,0,0
9546,200000,2,2,32,0,0,0,0,0,0,165074,170905,186093,188139,141208,144242,10000,20000,6000,5300,5500,4600,0,0
9562,100000,3,2,27,0,0,0,0,0,0,83587,85389,86981,81522,81171,79766,3151,3065,2892,2936,3000,3000,0,0
9769,50000,3,2,61,1,2,0,0,2,0,47731,45925,47041,49180,47500,48479,0,2200,3600,0,1763,1725,0,1
9838,180000,2,1,30,0,0,0,0,-1,-1,39259,41054,25590,5817,13623,-2202,3000,6000,1000,13623,388,77001,0,0
9899,250000,1,1,42,0,0,-1,-1,0,-1,249406,256400,13600,3274,2446,26710,11400,13600,3274,0,26710,12000,0,0
9900,360000,2,2,34,0,0,0,0,0,0,205363,207315,211278,215020,218771,222172,8000,8000,8000,7766,7803,7971,0,0
10008,100000,2,1,38,2,2,2,0,0,2,37516,38622,37706,38148,40630,39827,2000,0,1369,3100,0,1443,0,0
10010,30000,1,2,23,0,0,0,0,0,0,14790,19563,16671,13353,13232,9601,12037,10038,8057,6000,4221,3258,0,1
10015,140000,1,1,35,0,0,0,0,0,0,26187,28431,26141,24958,27574,27151,3000,2000,2000,3000,1661,3500,0,0
10087,140000,1,2,28,1,2,0,0,0,2,99215,96776,98949,100673,106935,104427,0,3932,3717,8000,0,4000,0,1
10180,210000,1,2,30,1,-2,-2,-1,-1,-1,0,0,0,830,0,10533,0,0,830,0,10533,13877,0,0
10260,100000,1,2,25,-1,-1,-1,-1,-1,-1,9424,1259,586,3195,3732,42605,1259,586,3195,3732,42605,30583,0,0
10262,80000,2,2,26,0,0,0,0,0,0,11284,10110,10859,59187,111059,56320,1500,1000,56500,2500,2500,2000,0,0
10278,30000,3,1,35,0,0,0,0,0,0,23697,20523,20762,22535,22622,11400,3000,3102,3008,3136,1103,0,0,0
10285,220000,1,1,41,0,0,0,0,0,0,219198,114930,100749,74457,68604,53333,5068,5000,2000,3000,3000,1000,0,0
10306,120000,2,1,41,-1,-1,-1,-1,-1,-1,7877,11532,13695,2050,804,0,11532,13740,2050,804,0,0,0,0
10329,110000,1,2,32,0,0,0,2,2,2,30852,31957,37051,36303,42800,38381,1906,6000,0,8000,0,5000,0,0
10363,60000,3,2,40,0,0,0,0,0,0,35602,35911,36246,29831,29667,30062,1654,1762,1044,1065,1266,979,0,0
10374,70000,1,2,30,0,0,0,0,0,0,19492,20054,14016,14782,15249,15595,1600,1300,1000,701,1000,1000,0,0
10423,200000,1,2,35,0,-1,0,0,0,0,13766,39072,44758,45571,40592,7145,39124,15000,1622,2068,1000,2031,0,0
10446,230000,2,1,30,0,0,0,0,0,0,218495,223270,227807,218047,223370,206937,8270,8366,6012,9474,6962,24338,0,0
10513,150000,2,1,34,1,2,2,0,0,0,147833,148066,142163,135075,135309,135165,6130,27,4610,5000,5000,3760,0,0
10553,200000,1,2,26,0,0,0,0,0,0,199649,202127,198168,189696,192462,194025,7263,7266,7000,7940,7009,7000,0,0
10587,120000,3,2,53,2,0,0,2,0,0,66963,68780,70830,71557,73052,74502,3500,3800,2500,2804,2820,3000,0,1
10588,500000,1,2,27,0,0,0,0,0,0,78335,61234,55446,47208,32019,22318,2315,2599,1500,2019,1200,1784,0,0
10611,50000,3,1,61,0,0,0,0,0,2,20907,22236,23250,23564,30882,30242,1672,1686,1000,7764,0,1000,0,0
10768,200000,3,1,34,-2,-2,-2,-1,-1,-1,3600,-4,-4,752,0,2718,4,0,756,0,2718,2722,0,0
10819,200000,1,1,27,2,2,2,0,0,0,191406,201756,197185,146021,147473,147669,15100,3028,5169,5400,5306,5232,0,1
10842,40000,2,1,36,1,2,0,0,0,0,38430,37537,38156,39581,36506,37893,0,1575,2000,1500,2000,3000,0,1
10864,150000,2,2,24,-2,-2,-2,-2,-2,-2,1563,5689,490,0,2893,0,5689,494,0,2893,0,499,0,0
10913,10000,2,1,40,1,2,2,2,2,2,8481,8711,6946,5863,4180,4322,2000,0,450,0,600,320,0,1
10978,90000,2,1,34,2,0,0,0,-1,0,49530,18717,3053,3537,46816,47398,1449,1213,1087,47698,1740,1888,0,1
10990,110000,2,1,28,1,2,0,0,0,0,106932,103381,75794,76947,79105,72344,27,4000,3000,3000,10000,3000,0,0
10996,500000,2,2,27,0,0,0,0,0,0,196931,138247,96888,16476,12534,394163,5188,3417,3000,1276,388071,11700,0,0
11020,360000,2,1,37,-1,0,0,0,0,0,725,1172,1619,1266,1212,1324,1002,1002,202,501,502,501,0,1
11035,30000,3,1,38,2,2,0,0,2,2,5685,5448,7347,8024,7751,9607,0,2000,800,0,2000,0,0,1
11055,160000,3,1,44,1,-1,-1,-2,-2,-1,0,14121,0,0,0,150,14121,0,0,0,150,790,0,0
11069,50000,1,2,30,-1,-1,-1,-1,-1,-1,14855,7468,12372,14029,14298,16496,7468,12534,14031,14298,16496,600,0,0
11078,260000,2,1,40,-2,-2,-2,-2,-2,-2,209,217,613,2339,1474,1254,217,613,2339,0,1254,431,0,0
11102,60000,1,2,25,-2,-1,-1,-1,-1,-1,564,2035,2175,3528,10260,6378,2045,2175,3528,10260,6378,6869,0,0
11109,210000,1,2,32,-1,2,-1,-1,-1,-1,552,276,381,404,943,1909,0,381,404,943,1909,465,0,0
11132,150000,2,2,23,0,0,0,0,0,0,146480,147880,146958,147218,146817,103651,6380,4570,4500,5000,3300,1300,0,1
11134,500000,2,2,39,-1,0,-1,-1,-1,2,17749,22130,42532,-118,67910,54976,10106,42744,0,68445,42,1232,0,0
11169,20000,1,2,25,0,0,0,0,0,0,15465,16489,17509,17856,18270,18967,1280,1300,637,700,1000,1600,0,0
11173,60000,3,2,26,0,0,0,0,0,0,58643,47548,48491,28518,29157,30073,2100,2000,1000,959,1300,500,0,0
11213,130000,3,1,57,0,0,0,0,0,0,125824,80801,81929,41671,42034,32219,4000,4000,3000,2500,1500,2000,0,1
11218,30000,2,1,31,-1,2,2,3,2,2,699,309,-471,1479,1320,930,0,0,1950,0,390,0,0,1
11249,60000,2,1,48,0,0,0,0,0,0,46578,39085,18628,19002,19715,18900,1308,1290,664,1003,693,759,0,1
11261,20000,3,1,54,0,0,2,0,0,2,6268,8221,6997,8028,9510,8815,3000,0,3000,2000,0,5363,0,0
11333,20000,2,2,23,-1,0,0,0,0,0,6872,7805,8801,18601,18909,39156,1204,1200,10000,538,10000,600,0,0
11353,130000,2,1,27,-1,-1,-1,-1,0,0,792,0,396,485,46773,47313,0,396,485,46684,1700,1712,0,0
11356,180000,3,1,41,-1,-1,-1,-1,-2,-1,3600,5184,5719,0,0,7632,5184,5719,0,0,7632,0,0,0
11382,360000,2,1,46,-1,-1,-1,-1,-1,-1,6402,13301,3762,7483,6399,9145,13389,3785,7527,6418,9187,15762,0,1
11433,80000,2,1,31,0,0,-1,0,-1,-1,3601,-876,6440,2802,1290,4547,9,9242,0,1290,4547,1850,0,1
11486,150000,2,1,34,2,0,0,0,0,0,30821,33009,34867,24438,18883,14737,3000,3000,1000,2000,4500,0,0,0
11489,70000,1,2,33,0,0,0,0,0,0,39416,40784,42791,43797,44938,47177,2000,3000,1718,2000,3000,1630,0,0
11580,90000,3,1,39,0,0,0,-1,-1,-1,4968,4713,2290,1764,1728,1954,1203,1005,1764,1728,1954,1416,0,0
11586,90000,2,1,47,2,2,2,0,0,2,61066,62999,61388,64376,67347,74960,3500,0,4000,4000,8900,0,0,1
11595,190000,2,1,33,0,0,0,-2,-2,-2,40173,41150,0,0,0,0,2200,0,0,0,0,0,0,0
11602,150000,3,1,35,0,0,0,0,0,0,89604,97129,98795,98925,100017,99607,10000,4275,3550,3750,3600,3100,0,1
11606,170000,2,1,34,-1,-1,-1,-1,-1,0,326,326,326,326,652,326,326,326,326,652,0,326,0,0
11692,450000,1,1,33,0,0,0,0,0,0,67139,60995,62728,63223,63011,43156,3000,3000,2000,8110,2600,2000,0,0
11769,260000,2,2,27,0,0,0,-1,-1,0,25419,19045,19270,11915,114479,24511,3000,3017,11915,114479,2000,2500,0,0
11794,30000,3,3,26,1,2,0,0,0,0,30698,29034,28317,27872,28456,28230,0,1442,986,1021,1015,1143,0,1
11808,200000,1,2,32,-1,-1,-1,-1,-1,-1,326,6914,2343,23834,11000,1315,6914,2343,23834,11000,1315,1934,0,1
11815,30000,1,2,29,0,-1,0,0,0,0,8326,557,8557,8400,20966,13638,557,8000,43,20109,222,62,0,0
11855,70000,2,1,27,2,2,2,2,2,0,31455,34623,34757,35888,35180,35941,4000,1000,2000,0,1500,3000,0,1
11870,170000,2,1,34,-1,-1,-1,-1,-1,-1,1837,1328,321,0,3857,0,1328,324,0,3857,0,253,0,0
11888,360000,1,1,35,1,-1,2,0,0,0,0,2819,2600,2800,2800,0,2819,0,200,0,0,0,0,0
11937,50000,2,1,49,-1,-1,0,0,-1,-1,3126,25362,23683,22833,1352,20791,25368,1237,457,1354,20794,540,0,0
11947,30000,2,1,25,0,0,0,2,2,2,29883,27523,31010,30207,31203,30554,2000,4273,0,2640,0,1500,0,1
