ID,LIMIT_BAL,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX_FEMALE,default_payment_next_month
9272,60000,1,2,31,2,2,2,2,2,2,60705,62352,60745,58828,55606,58551,3200,0,4580,0,4727,0,0,1
9363,340000,2,1,42,0,0,0,0,0,0,76166,83909,169911,130718,131684,126223,10000,115000,5000,6000,10000,10000,0,0
9389,50000,5,2,33,0,0,0,0,0,0,47423,33843,31251,30935,28905,27487,1600,1600,1200,1200,1000,972,0,0
9396,20000,2,1,62,0,0,0,-2,-2,-2,19724,19581,0,0,0,0,1000,0,20500,0,0,0,0,1
9444,150000,1,2,31,-1,-1,-1,-1,0,0,3084,-1,600,4102,4102,6121,0,601,4102,0,2019,5515,0,0
9454,80000,2,1,45,0,0,0,0,-2,-2,4089,5015,2521,531,9766,10042,1042,1000,531,9354,438,200,0,0
9476,290000,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9525,100000,2,1,52,0,0,0,0,0,0,21641,22983,24290,25080,25768,27407,2000,2000,1500,1093,2228,0,0,0
9595,130000,2,2,29,0,0,0,0,0,0,29252,30086,30680,30797,31147,31996,2000,1793,1300,1223,1851,1000,0,0
9605,290000,1,3,55,0,0,2,0,0,0,7970,10320,10005,10838,11663,13301,2482,0,1000,1000,2000,2000,0,1
9697,50000,2,1,34,1,2,2,2,2,2,16501,15947,18134,17622,19249,14259,0,2500,0,2000,0,1000,0,1
9725,50000,1,1,38,0,0,-2,-2,-2,-2,12650,0,0,0,0,0,0,0,0,0,0,0,0,0
9746,80000,3,2,32,0,0,0,0,0,0,71375,18353,94675,90470,85449,80309,1414,83402,4000,3058,2903,2626,0,0
9757,60000,2,2,49,0,0,0,0,0,0,81411,52017,35423,24023,20175,16137,38709,1609,661,656,1000,5000,0,0
9762,360000,2,1,33,1,2,2,7,6,5,296148,304249,383030,377145,370850,364365,14906,97225,0,0,0,0,0,0
9815,90000,1,2,26,1,2,2,0,0,0,58518,52526,45640,41539,39373,32080,3006,99,1500,1500,2015,1200,0,0
9852,100000,2,1,52,0,0,0,0,0,0,64254,21178,101565,82087,81201,77928,2211,81565,2625,3931,2900,2800,0,1
9897,360000,2,2,33,-1,-1,-1,0,-1,-1,9582,2119,10549,4409,2567,6234,2139,10580,110,2578,6265,0,0,0
10016,150000,2,2,30,-1,-1,-1,-1,-1,-1,8821,5943,6569,24604,4878,1477,5964,6588,24677,4896,1477,4303,0,0
10048,260000,2,1,46,0,0,0,0,0,0,29562,22429,11333,11651,12651,9247,1500,1000,1000,1000,205,1988,0,0
10073,360000,1,2,33,-1,-1,-1,-1,-1,-1,845,-4,831,899,1172,820,0,835,899,1172,820,670,0,0
10175,200000,1,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,597,0,0
10233,50000,2,2,25,1,2,0,0,0,0,21679,18566,19918,19584,18508,20047,0,2000,1500,1000,2000,676,0,1
10241,20000,3,2,28,-1,2,2,2,0,0,3515,4301,5075,4845,6753,9615,1000,1000,0,2000,3000,2000,0,1
10251,50000,2,2,26,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10345,90000,2,2,28,0,0,0,0,0,0,91431,88920,88344,50209,48262,49316,4672,4042,1748,1892,2000,1861,0,0
10438,50000,3,2,40,0,0,0,0,0,0,52828,93362,46645,19114,19341,20047,3000,2403,6700,1000,1000,2000,0,0
10455,140000,2,2,31,0,0,0,0,0,0,64300,62758,77133,71397,71546,83412,20009,32637,15027,10021,20055,10037,0,0
10561,20000,2,2,30,0,0,0,0,0,0,19149,20221,19812,10717,13534,15298,1392,1201,1000,3000,2000,399,0,0
10607,50000,3,1,51,-1,-1,-1,-1,-1,-2,6700,13902,42835,8500,0,0,13902,42863,8500,0,0,0,0,0
10620,80000,2,2,26,-1,0,0,0,0,0,2159,4132,5949,7144,5309,500,2000,2002,2005,15,523,0,0,0
10626,30000,2,2,37,0,0,0,0,0,0,27526,28794,29480,29679,16451,0,1714,1400,599,0,0,0,0,0
10807,80000,1,2,36,-2,-2,-2,-2,-2,-2,5012,1200,0,1159,0,0,1200,0,1159,0,0,6028,0,0
10831,10000,2,2,22,2,0,0,-1,-1,-2,8631,9202,9975,528,0,0,1238,1275,528,0,0,0,0,1
11061,380000,1,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11374,50000,2,2,31,0,0,0,0,0,-2,47709,47838,49597,43885,0,0,3007,5230,1927,0,0,0,0,0
11387,20000,1,2,23,0,0,0,0,0,0,8693,10045,11776,11776,10886,-1000,1500,2000,0,0,0,0,0,0
11451,80000,2,2,29,1,2,0,0,0,0,75234,76417,76916,51070,52727,54847,3007,5090,2001,3000,3000,3000,0,0
11479,500000,1,1,44,-1,0,0,-2,-2,-2,35755,72000,0,0,0,0,40000,0,0,0,0,11621,0,0
11535,170000,2,2,27,-1,-1,-1,-1,-1,-1,416,416,416,416,416,416,416,416,416,416,416,416,0,0
11657,290000,1,1,38,-2,-2,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,0,0
11674,50000,3,1,56,0,0,0,0,0,0,24729,20285,26026,12059,9765,10097,1338,1011,482,228,365,1261,0,0
11725,20000,6,2,27,0,0,0,0,0,-2,19189,19226,18371,18400,0,0,1376,1206,2222,0,0,0,0,0
11850,260000,1,1,53,-1,3,2,0,0,-1,1361,1188,792,792,396,2289,0,0,396,0,2289,164047,0,0
11896,20000,1,2,36,0,0,0,-2,-2,-2,7075,7860,0,0,0,0,1000,0,0,0,0,0,0,0
11967,610000,1,2,35,0,0,0,0,0,0,269672,274882,276887,260761,266747,271886,10000,11000,10000,11000,10000,10000,0,0
11968,20000,3,2,29,-1,-1,-1,-1,-1,-1,4453,7997,6573,7422,4381,11718,8019,6779,7547,4589,12000,7556,0,0
12020,180000,1,1,35,0,0,0,0,0,0,170128,172258,138807,132806,135603,137803,7187,5000,4749,5141,4916,4000,0,0
12036,30000,3,2,44,4,3,2,7,7,7,2646,2646,2646,2646,2646,2646,0,0,0,0,0,0,0,0
12049,50000,2,1,31,1,2,0,0,0,0,51203,50110,51066,50737,50827,50856,0,2100,1800,1900,2100,1800,0,0
12096,120000,1,2,29,0,0,0,0,0,0,25602,30156,33632,36574,38985,40339,5000,4000,3500,3000,2000,5036,0,0
12102,250000,1,2,30,1,-2,-2,-1,-1,-1,0,0,0,700,150,200,0,0,700,150,200,0,0,0
12121,150000,3,1,27,2,2,2,2,0,0,183405,188959,192342,189717,195670,198611,10000,8000,2000,9000,8000,110000,0,0
12325,30000,1,2,24,0,0,0,0,0,0,28495,29632,30629,29357,30143,30419,1900,1800,1045,1250,1100,1100,0,0
12331,300000,2,1,37,1,-1,2,0,0,0,-165580,324392,296931,30355,26771,23737,505000,331,1070,17771,18000,16079,0,0
12368,90000,1,1,34,2,0,0,0,0,0,54933,55460,56599,58155,60058,61250,2009,2057,2500,3000,2189,2282,0,1
12414,50000,3,1,23,0,0,0,-2,-2,-2,13352,14111,0,0,0,0,1066,0,0,0,0,1000,0,0
12430,150000,2,2,42,-2,-2,-2,-2,-2,-2,6407,-6,-3,-3,-3,1040,0,0,0,0,1043,0,0,0
12464,360000,1,1,40,0,0,2,-1,-1,-1,76584,85400,17295,8331,2643,6008,21358,86,8372,2656,6038,3325,0,0
12473,180000,1,2,30,0,0,0,0,0,0,174297,152251,96399,87026,78137,58332,22000,4000,2000,5000,3000,3000,0,0
12560,200000,1,1,31,0,0,0,0,0,0,179063,159466,162739,163555,166452,168398,5000,5100,5000,6000,4500,20000,0,0
12662,80000,2,2,27,0,0,0,0,0,0,38220,33962,31297,27679,7689,8802,3000,1000,730,2015,1000,2000,0,0
12707,390000,1,1,38,-1,-1,-1,0,0,-1,9610,6090,18119,15220,7658,7547,6090,18119,304,416,7547,897,0,0
12713,360000,1,2,33,-1,2,0,0,2,0,5971,5732,6465,9465,9290,4209,0,1000,3000,0,5000,3780,0,0
12734,80000,2,2,24,0,0,0,0,0,0,35926,32813,22638,18805,6058,0,5041,4238,5051,3118,0,0,0,0
12756,230000,1,1,35,-1,-1,-2,-2,-2,-2,3454,0,0,0,0,0,0,0,0,0,0,0,0,1
12845,200000,1,1,30,0,0,0,0,0,0,182338,123079,124075,99440,104685,54038,4653,5000,5000,6000,5000,10000,0,0
12948,200000,2,2,25,0,0,0,0,0,0,107001,108619,110149,110333,85201,84809,5000,5000,5000,3000,5000,10000,0,1
13000,20000,2,1,40,-1,-1,-1,-1,-1,-1,836,836,390,390,390,390,836,390,390,390,390,30500,0,1
13004,280000,2,1,25,-1,-1,0,0,0,0,3863,84601,67765,63628,60860,60316,89295,2192,1899,1673,2125,1511,0,0
13046,130000,2,1,31,2,2,0,0,0,0,131635,126548,127748,100291,93552,95521,0,5100,4100,3392,3521,3724,0,1
13151,320000,1,1,41,0,0,0,0,0,0,321281,324449,254293,206521,202697,203332,27000,17000,7030,7000,10000,30000,0,0
13185,20000,2,2,24,3,2,0,0,0,0,18585,18003,19012,19100,19506,20037,0,1612,700,714,861,393,0,1
13202,250000,3,2,46,0,0,0,0,0,0,244563,248218,70004,64953,51507,50338,10925,2351,1886,1616,1756,1182,0,0
13223,50000,2,2,41,0,0,0,0,0,0,40709,37503,18086,18545,15453,15847,3000,2000,1000,1000,800,3000,0,0
13233,100000,2,2,32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13240,20000,3,2,34,-1,-1,2,2,-2,-2,390,780,780,0,0,0,780,0,0,0,0,0,0,1
13242,400000,1,1,41,-1,-1,-1,-1,-1,-1,1630,816,1617,875,917,5434,816,1617,875,917,5434,14115,0,0
13306,270000,1,1,37,-1,-1,-1,0,-1,-1,396,396,792,396,396,396,396,792,0,396,396,396,0,1
13359,150000,5,1,36,0,0,0,0,0,0,220889,133616,136378,139219,142172,145065,3800,3900,4000,4100,4100,5500,0,0
13368,160000,1,1,36,0,0,0,0,-1,-1,67879,36865,47986,0,15655,0,2500,15000,0,15655,0,1674,0,0
13388,280000,3,1,37,0,0,0,0,0,0,271276,275970,280276,188923,192333,195774,16991,10447,6006,6006,6147,5001,0,1
13445,320000,1,1,48,2,2,2,2,2,2,201932,215392,218370,220977,225021,221730,18300,8000,7700,7700,0,7900,0,1
13461,200000,2,1,36,1,-2,-2,-2,-1,-1,0,0,0,0,1680,0,0,0,0,1680,0,0,0,0
13521,140000,1,2,35,0,0,0,0,0,0,10339,18276,25852,14390,13728,2905,10006,10048,5008,2018,2005,1005,0,0
13530,90000,1,2,29,-1,-1,-1,0,-1,-1,140,0,280,140,133,2506,0,420,0,133,2513,910,0,0
13534,50000,3,2,41,0,0,0,0,0,0,15502,14446,10339,10766,10945,11214,1500,1500,600,500,600,500,0,0
13621,50000,2,1,49,0,0,0,0,0,0,28788,21485,18800,17272,14226,14991,1377,1500,500,2000,1000,2000,0,0
13622,100000,3,2,37,0,0,0,0,0,0,20116,19319,16356,10144,8095,10140,4000,2000,4000,3095,5140,4122,0,0
13700,90000,2,2,30,-1,-1,-1,-1,-1,-1,2629,1076,1613,993,7881,1516,1079,1617,996,7904,1521,413,0,0
13802,50000,3,1,24,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13803,50000,3,2,46,1,2,0,0,0,0,49220,48161,49310,49725,49910,48694,0,2000,1900,2007,2000,2012,0,1
13807,50000,2,1,41,2,0,0,0,0,0,48958,48293,48999,7470,6406,3679,2572,2602,349,706,500,1000,0,1
13821,60000,3,2,52,0,0,0,0,0,0,22460,23592,24665,26305,23756,25353,1500,1500,2000,1500,2000,2000,0,0
13846,50000,1,1,44,-1,0,0,0,0,0,50404,50782,49019,20208,19677,20153,2300,1440,1000,1000,2000,560,0,0
13877,10000,3,2,45,1,2,2,2,0,0,9503,7238,9407,8126,8838,9039,0,2310,0,1000,500,335,0,0
13912,450000,1,1,48,-2,-2,-2,-2,-2,-2,20938,80176,37417,22048,20926,13187,80191,37417,22080,20926,13337,88744,0,0
14074,50000,3,2,31,0,0,0,0,0,0,49415,49547,15464,15701,12192,12515,1278,1195,432,443,526,291,0,0
14083,320000,1,1,40,1,-1,-1,-1,-1,-1,14,1200,2987,-13,2670,-4,1205,3002,0,2683,0,0,0,0
14084,600000,2,1,50,0,0,0,0,0,0,225274,230414,237135,241033,246081,250971,8773,10561,8629,8934,8984,9306,0,1
14097,20000,2,1,61,1,2,2,2,3,2,12961,13668,13145,15023,14510,13854,1209,0,2087,0,550,0,0,1
14123,300000,1,2,29,-1,-1,-1,-1,-1,-1,696,696,696,696,696,696,696,696,696,696,696,696,0,0
14128,150000,1,2,28,0,0,0,0,0,-2,6065,9606,3425,3425,0,0,5000,1000,0,0,0,53082,0,1
14224,20000,1,2,42,0,0,0,-2,-2,-1,15610,18250,0,0,0,1000,3000,0,0,0,1000,8024,0,0
14234,50000,2,2,24,1,2,0,0,0,0,51116,49042,54439,9753,9952,9352,0,2327,1072,199,9000,298,0,0
14274,200000,1,2,42,0,0,0,0,0,2,163340,168701,172074,173907,184067,180612,8000,8000,6500,13500,0,7000,0,0
14300,170000,1,2,32,-1,2,0,0,0,0,69013,67397,69518,70616,79267,84140,0,3800,2800,10000,6129,0,0,0
14323,440000,1,1,62,0,0,0,-1,2,0,14721,5049,649,1108,150,1075,4909,499,959,0,925,1392,0,0
14356,200000,2,1,40,1,2,2,0,-1,0,303719,268163,228720,234177,201490,190721,5133,0,5857,202076,6726,5346,0,0
14390,20000,2,2,21,0,0,-1,0,0,0,19739,17875,19174,19158,18762,19223,1000,26299,673,680,772,851,0,0
14399,400000,1,1,36,0,0,0,0,0,-1,44765,35776,67887,20356,12780,11625,10006,3072,72,62,11681,31071,0,0
14544,140000,2,2,39,0,0,0,0,0,0,139079,143816,134472,130129,133031,136919,7000,4800,4659,5000,6100,6000,0,0
14573,130000,1,1,34,0,0,0,0,0,0,128846,130525,74745,68597,54774,53728,5170,2584,4000,2006,2000,2004,0,1
14578,230000,1,1,40,0,0,0,0,0,0,87162,88801,87972,57846,57798,52071,4293,3000,1928,2000,2500,2000,0,0
14683,50000,1,2,25,0,0,2,2,2,2,44663,48045,47306,49296,47220,49584,4100,400,3000,2,4005,6,0,0
14706,180000,1,2,30,1,-1,-1,-2,-2,-2,0,1186,0,0,0,0,1186,0,0,0,0,0,0,1
14729,110000,2,1,30,0,0,3,2,2,2,57503,66128,64477,65413,66520,68270,9600,0,2600,2300,3000,5200,0,1
14757,180000,1,2,28,0,0,0,0,0,0,180387,182361,184097,177870,169767,175867,9000,8500,8500,8000,14250,8000,0,0
14809,170000,1,1,35,-1,-1,-1,-1,-1,-1,481,326,526,526,635,760,326,526,526,635,760,526,0,1
14825,20000,3,2,26,2,0,0,0,0,0,14081,15835,16985,19985,9421,9764,2000,2000,3000,1000,500,1000,0,1
14841,360000,2,1,34,0,0,2,0,0,-1,6287,3580,2224,1206,-11,2216,2505,5,12,0,2227,0,0,0
14975,80000,1,2,31,-1,-1,0,0,0,0,17873,65585,64047,48107,48620,45280,65592,2051,2002,2013,2004,2000,0,0
15040,210000,1,1,38,0,0,0,-2,-2,-2,81582,82768,654,628,302,476,4000,1584,300,0,500,476,0,0
15066,590000,1,2,33,0,0,-1,0,0,0,42337,90090,68573,61065,30510,25887,60092,68753,10000,15033,25965,20377,0,0
15076,520000,1,2,34,0,0,0,0,0,0,203647,185853,178531,170915,162864,155297,6501,7001,5989,5701,6001,6001,0,0
15077,30000,2,2,47,1,3,2,0,0,0,15783,15237,15693,16928,18299,20129,0,1000,1500,1659,2129,0,0,1
15080,210000,2,1,44,-2,-2,-2,-2,-2,-2,245,245,141,-104,-104,-104,245,141,88,0,0,0,0,0
15089,20000,2,1,37,3,2,0,0,0,0,20334,18555,3455,4359,4448,4704,0,1096,1000,89,256,0,0,0
15108,210000,0,2,45,-2,-2,-2,-2,-2,-2,2563,5854,1032,788,3499,3372,5854,1032,788,3565,3372,15381,0,0
15120,20000,3,1,56,1,2,2,2,2,0,9453,10143,10730,12241,11748,12456,1000,900,2000,0,900,3200,0,1
15122,50000,2,1,53,0,0,0,0,0,0,48120,47824,48954,46716,18685,19076,1818,1948,1835,669,692,707,0,0
15130,150000,2,2,52,-2,-2,-2,-1,0,0,4966,-1390,-4661,129847,131969,134515,1406,133122,136320,5001,5000,5001,0,0
15136,150000,1,2,53,0,0,0,0,-2,-2,103720,103662,105000,0,0,0,5000,3000,0,0,0,0,0,0
15444,80000,3,2,28,1,2,2,0,0,0,38151,39227,38318,42614,86966,41950,2000,0,5000,1500,1500,7000,0,1
15448,20000,2,2,26,0,0,2,2,0,0,15481,18004,19121,18521,18615,19015,3100,1700,0,700,700,860,0,1
15461,90000,2,2,29,0,0,0,0,0,0,85769,87877,89766,63793,24265,25713,3535,3703,2085,1026,2000,2000,0,0
15467,220000,1,2,30,2,0,0,0,0,0,84630,87604,89687,90889,91892,93815,5000,5000,4200,4000,4000,5000,0,0
15491,20000,1,1,31,0,0,0,2,-1,-1,4596,5675,8231,2717,4733,1099,1161,2717,0,4733,1099,0,0,1
15496,30000,3,2,30,1,2,2,2,2,2,4318,5096,6353,7092,7972,7702,1000,1500,1000,1000,0,1000,0,0
15507,90000,2,2,33,0,0,0,0,0,0,60881,65215,66748,70101,80611,89870,5000,2200,4035,12200,10000,0,0,0
15510,80000,2,2,43,0,0,0,-2,-2,-2,70479,71900,0,0,0,0,3300,0,0,0,0,390,0,0
15521,180000,2,2,32,0,0,0,0,-1,0,45469,39368,9652,10775,1943,13243,5000,2000,3000,1943,13000,170000,0,0
15550,360000,1,1,33,0,0,0,0,0,0,21936,35331,30580,34985,39585,49735,14000,5000,5000,5000,10150,60000,0,0
15584,20000,3,1,52,0,0,3,2,0,0,16049,19967,19368,18759,19131,19533,4519,0,0,683,709,1027,0,1
15687,170000,2,2,29,0,0,0,0,-1,0,23070,186183,164405,93983,2806,1732,164000,7000,5215,3500,2000,300,0,0
15706,50000,2,2,35,0,0,0,0,0,0,47816,49694,48543,46366,9076,9812,3000,3000,3019,3000,1000,2000,0,0
15719,50000,1,2,35,2,0,0,0,0,0,50481,48264,19142,18188,18397,18161,3183,1565,7240,795,1000,673,0,1
16488,20000,2,2,21,2,0,0,2,0,0,19820,19277,20997,20200,20000,0,2000,5000,0,0,0,0,0,1
16554,40000,2,2,29,0,0,2,0,0,2,20528,22973,22317,24047,26644,26079,3100,0,2100,3000,0,3000,0,0
16585,30000,2,2,26,0,0,0,0,0,0,24079,25848,22299,23615,23933,24901,2500,2000,2000,1000,1500,1500,0,1
16595,10000,2,2,28,-1,2,-1,2,3,2,619,619,8642,9151,8023,5475,0,8642,800,107,200,0,0,1
16619,240000,1,2,41,0,0,0,0,0,0,24171,26474,28480,30247,30122,27437,3759,3500,3000,982,3437,2044,0,0
16644,120000,1,2,35,-1,-1,-1,-1,-1,2,326,326,176,-150,952,476,326,176,0,1428,0,476,0,0
16645,210000,1,2,40,-1,-1,-1,-1,-1,-1,325,325,325,325,325,325,325,325,325,325,325,325,0,1
16660,30000,2,1,39,0,0,0,0,0,0,20893,22206,19273,16469,14670,11214,2007,2000,2000,417,1500,1500,0,0
16661,360000,1,2,34,-2,-2,-2,-2,-2,-2,2739,1200,3118,0,162,4857,1206,3133,0,162,4881,445,0,0
16690,260000,2,1,46,2,2,2,2,2,2,82683,84424,86472,87157,88526,90355,4000,4300,3000,3700,3400,3600,0,1
16693,150000,2,2,35,-1,-1,-1,-1,-1,0,13059,11526,18301,15858,2744,2144,11526,18305,15861,2744,0,19682,0,0
16731,180000,3,1,42,0,0,0,0,0,0,177027,173635,172514,157768,126964,125456,7003,6500,7507,4500,5000,5000,0,0
16738,180000,2,2,32,0,0,0,0,-2,-2,22832,19517,11988,0,0,0,1429,1000,0,0,0,0,0,0
16746,80000,2,1,43,0,0,0,0,0,0,44620,33729,40350,38812,33459,31650,1582,15350,1491,3459,1650,9028,0,0
16770,30000,2,2,34,0,0,0,0,-2,-2,17803,19126,19500,0,0,0,1626,1000,0,0,0,0,0,0
16817,180000,2,1,34,-1,-1,-1,-1,-1,-1,13067,6170,3439,1193,381,1516,6170,3444,1193,381,1516,542,0,0
16847,50000,1,2,45,0,0,0,0,0,0,42931,45556,43809,36493,20069,20210,6004,1805,1255,1003,1111,3002,0,0
16869,350000,2,1,43,-2,-2,-2,-2,-2,-2,6088,3405,7763,20573,2367,11486,3436,7813,20604,2376,11493,13885,0,0
16876,300000,1,2,43,-1,-1,-1,-1,0,0,163,2508,8534,14378,16245,19047,2508,8534,14378,4000,6550,0,0,0
16881,50000,2,1,39,1,2,2,3,2,0,26094,25376,29548,28786,28024,28772,0,4600,0,0,1200,1200,0,0
16885,20000,2,2,37,0,0,0,0,0,0,15612,16927,17794,18550,18850,0,1577,1444,1200,500,0,0,0,1
16901,50000,3,2,38,1,2,0,0,0,0,38811,33993,35365,15426,17157,21842,0,2077,2000,2000,5000,0,0,0
16914,50000,2,2,60,0,0,0,0,0,0,51078,50649,36384,32913,9397,9755,2013,2505,2100,500,500,500,0,0
16927,90000,3,2,50,0,0,0,0,0,0,80926,76495,71616,60177,54440,45788,3451,3243,2390,1840,1690,1954,0,0
16947,50000,3,1,57,2,0,0,0,0,0,18275,18494,16978,16282,17363,8833,1509,2003,1200,1281,1512,2308,0,0
16972,50000,3,2,58,-1,0,0,0,0,0,14628,15638,16383,17837,15791,15988,1558,1303,1757,711,600,1500,0,0
17809,10000,2,2,24,3,2,2,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,0,1
17824,30000,3,2,25,2,0,0,0,0,2,23421,24228,25331,26347,27508,30118,1500,1500,1439,1600,3200,0,0,1
17839,110000,2,2,25,0,0,2,0,0,2,23459,27157,26549,34222,44062,45036,4000,0,9000,10700,1700,0,0,1
17896,20000,1,2,28,0,0,0,0,2,2,3202,4978,7720,9907,9627,11500,2000,3000,2500,0,2000,5,0,0
17911,100000,2,2,28,2,0,0,0,2,0,58566,56770,56300,54288,25759,25775,5100,2825,5000,0,2000,0,0,1
17931,20000,2,2,31,0,0,0,2,0,0,12214,13694,16660,16100,17521,19237,2000,3200,0,2000,2000,0,0,0
17940,140000,2,2,33,0,0,0,0,0,0,133336,134483,131805,107950,88622,85165,5000,5000,4005,3500,3500,3000,0,0
17948,160000,2,2,36,1,-2,-2,-2,-2,-1,0,0,0,0,0,1000,0,0,0,0,1000,0,0,0
17966,200000,1,1,49,1,-1,-1,-1,-1,-1,0,492,0,489,320,732,492,0,489,320,732,5335,0,0
17976,80000,2,1,42,0,0,0,0,0,0,78216,62890,52973,52328,49214,50245,2115,5004,1834,1562,1621,2196,0,0
18013,110000,2,1,30,2,0,0,3,2,2,54404,57503,66128,64477,65413,66520,4000,9600,0,2600,2300,3000,0,1
18021,90000,2,1,45,0,0,2,0,0,0,46608,49999,43996,44069,41317,36912,4500,0,1750,1425,1412,1231,0,0
18030,140000,2,2,33,0,0,0,0,0,0,279184,259478,25020,21629,18367,15161,7000,2000,2000,2000,2000,2000,0,0
18035,500000,1,1,46,-1,-1,-1,-1,-1,-2,991,4073,6738,2500,0,0,4082,6738,2510,0,0,1000,0,0
18051,240000,2,2,46,0,0,0,0,0,0,47379,49274,51171,52716,54229,56191,3000,3000,3000,3000,3000,3000,0,0
18057,500000,1,2,47,-2,-2,-1,-1,0,-1,21376,20473,3581,18855,6783,5921,20473,3587,18860,146,5923,9464,0,0
18076,50000,3,1,47,2,0,0,0,0,0,49386,49693,51136,20171,19286,19292,1818,2261,1296,672,688,834,0,1
18117,60000,2,1,42,2,2,2,2,2,0,4136,6355,7604,7603,7332,7712,2300,1500,270,0,500,500,0,1
18122,240000,1,2,38,0,0,0,0,-1,2,6865,2519,6646,-1776,3235,1612,2000,6500,0,5011,0,1834,0,0
18154,140000,1,2,31,-1,-1,-1,-1,-1,-2,4900,393,0,814,0,0,393,0,814,0,0,0,0,0
18160,380000,2,1,42,-2,-2,-2,-2,-2,-2,2588,38981,6267,19774,12297,2700,39529,6930,19873,12361,2713,5291,0,0
18216,200000,3,1,50,0,0,2,2,2,2,119657,127855,128447,115045,117299,105456,11754,4100,0,14000,0,10365,0,0
18225,210000,2,1,53,0,0,0,0,0,0,170760,174141,177856,181002,184690,188813,7700,8000,7600,6700,7100,6900,0,0
20375,10000,2,2,21,0,0,0,0,0,0,7327,8244,9259,9757,9887,9987,1500,1300,1000,206,2094,0,0,0
20390,10000,2,2,24,1,2,0,0,0,2,5378,5146,6205,7139,7918,7646,0,1300,1200,900,0,700,0,0
20391,80000,2,2,25,-2,-2,-2,-2,-2,-2,302,-62,1958,-101,15932,950,0,2020,0,16033,11220,0,0,0
20445,140000,2,2,28,0,0,0,0,-1,0,218318,135085,122762,76564,139508,142253,5000,6614,2198,140000,5413,4689,0,0
20469,50000,1,2,26,0,0,0,0,0,0,29021,28408,29117,28764,28390,29443,1768,1477,1444,1100,1500,1100,0,0
20485,290000,1,2,28,0,0,0,0,0,0,18359,18985,17742,17530,8135,7559,1500,1500,1021,185,387,2000,0,0
20488,110000,1,2,26,0,0,0,0,0,0,101860,99782,98236,92879,75216,76778,3577,4416,2972,2756,2839,2472,0,0
20512,20000,3,2,27,0,0,0,0,0,0,13384,14153,15417,16944,18992,15888,1300,1500,2000,2048,0,4500,0,1
